sample_id	pseudotime_bin	sample_bin_id	cell_count	bin_start	bin_end	bin_midpoint	dose	dose_mg	initial_ploidy	n_cells	mean_pseudotime	n_endpoint_ploidy_cells	sample_mean_endpoint_ploidy	sample_median_endpoint_ploidy	sample_max_endpoint_ploidy	sample_mean_endpoint_ploidy_scaled	ETP_fixed_threshold_2_25_group	ETP_boundary_stress_threshold_2_375_group	ETP_reference_balanced_threshold_2_24_group	retained_for_model	exclusion_reason	library_size
2N-A1-LR	20	2N-A1-LR__bin20	0	0.95	1	0.975	0mg/kg	0	2N	125	0.523321824155748	369	2.24448306836754	2.25011031475795	2.28022920138155	0.110775846895509	ETP-lower	ETP-lower	ETP-higher	FALSE	cell_count<5	0
2N-A1-R	1	2N-A1-R__bin01	3	0	0.05	0.025	0mg/kg	0	2N	81	0.528129051818892	196	2.0115676993386	2.01616535273341	2.04586058179932	-1.36781890214397	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	199978
2N-A1-R	2	2N-A1-R__bin02	1	0.05	0.1	0.075	0mg/kg	0	2N	81	0.528129051818892	196	2.0115676993386	2.01616535273341	2.04586058179932	-1.36781890214397	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	110934
2N-A1-R	3	2N-A1-R__bin03	5	0.1	0.15	0.125	0mg/kg	0	2N	81	0.528129051818892	196	2.0115676993386	2.01616535273341	2.04586058179932	-1.36781890214397	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	433885
2N-A1-R	4	2N-A1-R__bin04	3	0.15	0.2	0.175	0mg/kg	0	2N	81	0.528129051818892	196	2.0115676993386	2.01616535273341	2.04586058179932	-1.36781890214397	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	221202
2N-A1-R	5	2N-A1-R__bin05	5	0.2	0.25	0.225	0mg/kg	0	2N	81	0.528129051818892	196	2.0115676993386	2.01616535273341	2.04586058179932	-1.36781890214397	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	257351
2N-A1-R	6	2N-A1-R__bin06	3	0.25	0.3	0.275	0mg/kg	0	2N	81	0.528129051818892	196	2.0115676993386	2.01616535273341	2.04586058179932	-1.36781890214397	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	53445
2N-A1-R	7	2N-A1-R__bin07	3	0.3	0.35	0.325	0mg/kg	0	2N	81	0.528129051818892	196	2.0115676993386	2.01616535273341	2.04586058179932	-1.36781890214397	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	200992
2N-A1-R	8	2N-A1-R__bin08	2	0.35	0.4	0.375	0mg/kg	0	2N	81	0.528129051818892	196	2.0115676993386	2.01616535273341	2.04586058179932	-1.36781890214397	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	49681
2N-A1-R	9	2N-A1-R__bin09	3	0.4	0.45	0.425	0mg/kg	0	2N	81	0.528129051818892	196	2.0115676993386	2.01616535273341	2.04586058179932	-1.36781890214397	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	170491
2N-A1-R	10	2N-A1-R__bin10	5	0.45	0.5	0.475	0mg/kg	0	2N	81	0.528129051818892	196	2.0115676993386	2.01616535273341	2.04586058179932	-1.36781890214397	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	167710
2N-A1-R	11	2N-A1-R__bin11	10	0.5	0.55	0.525	0mg/kg	0	2N	81	0.528129051818892	196	2.0115676993386	2.01616535273341	2.04586058179932	-1.36781890214397	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	365120
2N-A1-R	12	2N-A1-R__bin12	3	0.55	0.6	0.575	0mg/kg	0	2N	81	0.528129051818892	196	2.0115676993386	2.01616535273341	2.04586058179932	-1.36781890214397	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	125085
2N-A1-R	13	2N-A1-R__bin13	5	0.6	0.65	0.625	0mg/kg	0	2N	81	0.528129051818892	196	2.0115676993386	2.01616535273341	2.04586058179932	-1.36781890214397	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	386113
2N-A1-R	14	2N-A1-R__bin14	3	0.65	0.7	0.675	0mg/kg	0	2N	81	0.528129051818892	196	2.0115676993386	2.01616535273341	2.04586058179932	-1.36781890214397	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	204277
2N-A1-R	15	2N-A1-R__bin15	6	0.7	0.75	0.725	0mg/kg	0	2N	81	0.528129051818892	196	2.0115676993386	2.01616535273341	2.04586058179932	-1.36781890214397	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	543779
2N-A1-R	16	2N-A1-R__bin16	4	0.75	0.8	0.775	0mg/kg	0	2N	81	0.528129051818892	196	2.0115676993386	2.01616535273341	2.04586058179932	-1.36781890214397	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	189843
2N-A1-R	17	2N-A1-R__bin17	6	0.8	0.85	0.825	0mg/kg	0	2N	81	0.528129051818892	196	2.0115676993386	2.01616535273341	2.04586058179932	-1.36781890214397	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	450453
2N-A1-R	18	2N-A1-R__bin18	10	0.85	0.9	0.875	0mg/kg	0	2N	81	0.528129051818892	196	2.0115676993386	2.01616535273341	2.04586058179932	-1.36781890214397	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	785666
2N-A1-R	19	2N-A1-R__bin19	1	0.9	0.95	0.925	0mg/kg	0	2N	81	0.528129051818892	196	2.0115676993386	2.01616535273341	2.04586058179932	-1.36781890214397	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	199304
2N-A1-R	20	2N-A1-R__bin20	0	0.95	1	0.975	0mg/kg	0	2N	81	0.528129051818892	196	2.0115676993386	2.01616535273341	2.04586058179932	-1.36781890214397	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	0
2N-A1-RR	1	2N-A1-RR__bin01	33	0	0.05	0.025	0mg/kg	0	2N	549	0.48186457222616	1495	1.94145876660131	1.94341742802817	1.97616839909418	-1.81288485136961	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1038131
2N-A1-RR	2	2N-A1-RR__bin02	45	0.05	0.1	0.075	0mg/kg	0	2N	549	0.48186457222616	1495	1.94145876660131	1.94341742802817	1.97616839909418	-1.81288485136961	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1548724
2N-A1-RR	3	2N-A1-RR__bin03	35	0.1	0.15	0.125	0mg/kg	0	2N	549	0.48186457222616	1495	1.94145876660131	1.94341742802817	1.97616839909418	-1.81288485136961	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1141520
2N-A1-RR	4	2N-A1-RR__bin04	41	0.15	0.2	0.175	0mg/kg	0	2N	549	0.48186457222616	1495	1.94145876660131	1.94341742802817	1.97616839909418	-1.81288485136961	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1459536
2N-A1-RR	5	2N-A1-RR__bin05	18	0.2	0.25	0.225	0mg/kg	0	2N	549	0.48186457222616	1495	1.94145876660131	1.94341742802817	1.97616839909418	-1.81288485136961	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	609792
2N-A1-RR	6	2N-A1-RR__bin06	14	0.25	0.3	0.275	0mg/kg	0	2N	549	0.48186457222616	1495	1.94145876660131	1.94341742802817	1.97616839909418	-1.81288485136961	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	349289
2N-A1-RR	7	2N-A1-RR__bin07	14	0.3	0.35	0.325	0mg/kg	0	2N	549	0.48186457222616	1495	1.94145876660131	1.94341742802817	1.97616839909418	-1.81288485136961	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	408628
2N-A1-RR	8	2N-A1-RR__bin08	14	0.35	0.4	0.375	0mg/kg	0	2N	549	0.48186457222616	1495	1.94145876660131	1.94341742802817	1.97616839909418	-1.81288485136961	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	356501
2N-A1-RR	9	2N-A1-RR__bin09	19	0.4	0.45	0.425	0mg/kg	0	2N	549	0.48186457222616	1495	1.94145876660131	1.94341742802817	1.97616839909418	-1.81288485136961	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	575832
2N-A1-RR	10	2N-A1-RR__bin10	27	0.45	0.5	0.475	0mg/kg	0	2N	549	0.48186457222616	1495	1.94145876660131	1.94341742802817	1.97616839909418	-1.81288485136961	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	803824
2N-A1-RR	11	2N-A1-RR__bin11	21	0.5	0.55	0.525	0mg/kg	0	2N	549	0.48186457222616	1495	1.94145876660131	1.94341742802817	1.97616839909418	-1.81288485136961	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	782778
2N-A1-RR	12	2N-A1-RR__bin12	34	0.55	0.6	0.575	0mg/kg	0	2N	549	0.48186457222616	1495	1.94145876660131	1.94341742802817	1.97616839909418	-1.81288485136961	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1164897
2N-A1-RR	13	2N-A1-RR__bin13	46	0.6	0.65	0.625	0mg/kg	0	2N	549	0.48186457222616	1495	1.94145876660131	1.94341742802817	1.97616839909418	-1.81288485136961	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1735311
2N-A1-RR	14	2N-A1-RR__bin14	30	0.65	0.7	0.675	0mg/kg	0	2N	549	0.48186457222616	1495	1.94145876660131	1.94341742802817	1.97616839909418	-1.81288485136961	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1293914
2N-A1-RR	15	2N-A1-RR__bin15	29	0.7	0.75	0.725	0mg/kg	0	2N	549	0.48186457222616	1495	1.94145876660131	1.94341742802817	1.97616839909418	-1.81288485136961	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1038446
2N-A1-RR	16	2N-A1-RR__bin16	25	0.75	0.8	0.775	0mg/kg	0	2N	549	0.48186457222616	1495	1.94145876660131	1.94341742802817	1.97616839909418	-1.81288485136961	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	921630
2N-A1-RR	17	2N-A1-RR__bin17	31	0.8	0.85	0.825	0mg/kg	0	2N	549	0.48186457222616	1495	1.94145876660131	1.94341742802817	1.97616839909418	-1.81288485136961	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	1056787
2N-A1-RR	18	2N-A1-RR__bin18	60	0.85	0.9	0.875	0mg/kg	0	2N	549	0.48186457222616	1495	1.94145876660131	1.94341742802817	1.97616839909418	-1.81288485136961	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	2387191
2N-A1-RR	19	2N-A1-RR__bin19	12	0.9	0.95	0.925	0mg/kg	0	2N	549	0.48186457222616	1495	1.94145876660131	1.94341742802817	1.97616839909418	-1.81288485136961	ETP-lower	ETP-lower	ETP-lower	TRUE	NA	446526
2N-A1-RR	20	2N-A1-RR__bin20	1	0.95	1	0.975	0mg/kg	0	2N	549	0.48186457222616	1495	1.94145876660131	1.94341742802817	1.97616839909418	-1.81288485136961	ETP-lower	ETP-lower	ETP-lower	FALSE	cell_count<5	18964
2N-A2-0	1	2N-A2-0__bin01	8	0	0.05	0.025	30mg/kg	30	2N	95	0.467133313417435	317	2.31570000737479	2.32219947650157	2.34436601825	0.562875648200181	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	869313
2N-A2-0	2	2N-A2-0__bin02	5	0.05	0.1	0.075	30mg/kg	30	2N	95	0.467133313417435	317	2.31570000737479	2.32219947650157	2.34436601825	0.562875648200181	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	716808
2N-A2-0	3	2N-A2-0__bin03	4	0.1	0.15	0.125	30mg/kg	30	2N	95	0.467133313417435	317	2.31570000737479	2.32219947650157	2.34436601825	0.562875648200181	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	544229
2N-A2-0	4	2N-A2-0__bin04	3	0.15	0.2	0.175	30mg/kg	30	2N	95	0.467133313417435	317	2.31570000737479	2.32219947650157	2.34436601825	0.562875648200181	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	192955
2N-A2-0	5	2N-A2-0__bin05	2	0.2	0.25	0.225	30mg/kg	30	2N	95	0.467133313417435	317	2.31570000737479	2.32219947650157	2.34436601825	0.562875648200181	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	203611
2N-A2-0	6	2N-A2-0__bin06	6	0.25	0.3	0.275	30mg/kg	30	2N	95	0.467133313417435	317	2.31570000737479	2.32219947650157	2.34436601825	0.562875648200181	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	437863
2N-A2-0	7	2N-A2-0__bin07	2	0.3	0.35	0.325	30mg/kg	30	2N	95	0.467133313417435	317	2.31570000737479	2.32219947650157	2.34436601825	0.562875648200181	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	37109
2N-A2-0	8	2N-A2-0__bin08	6	0.35	0.4	0.375	30mg/kg	30	2N	95	0.467133313417435	317	2.31570000737479	2.32219947650157	2.34436601825	0.562875648200181	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	279587
2N-A2-0	9	2N-A2-0__bin09	4	0.4	0.45	0.425	30mg/kg	30	2N	95	0.467133313417435	317	2.31570000737479	2.32219947650157	2.34436601825	0.562875648200181	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	346393
2N-A2-0	10	2N-A2-0__bin10	7	0.45	0.5	0.475	30mg/kg	30	2N	95	0.467133313417435	317	2.31570000737479	2.32219947650157	2.34436601825	0.562875648200181	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	654994
2N-A2-0	11	2N-A2-0__bin11	9	0.5	0.55	0.525	30mg/kg	30	2N	95	0.467133313417435	317	2.31570000737479	2.32219947650157	2.34436601825	0.562875648200181	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	666572
2N-A2-0	12	2N-A2-0__bin12	8	0.55	0.6	0.575	30mg/kg	30	2N	95	0.467133313417435	317	2.31570000737479	2.32219947650157	2.34436601825	0.562875648200181	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	293140
2N-A2-0	13	2N-A2-0__bin13	6	0.6	0.65	0.625	30mg/kg	30	2N	95	0.467133313417435	317	2.31570000737479	2.32219947650157	2.34436601825	0.562875648200181	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	474661
2N-A2-0	14	2N-A2-0__bin14	2	0.65	0.7	0.675	30mg/kg	30	2N	95	0.467133313417435	317	2.31570000737479	2.32219947650157	2.34436601825	0.562875648200181	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	201219
2N-A2-0	15	2N-A2-0__bin15	7	0.7	0.75	0.725	30mg/kg	30	2N	95	0.467133313417435	317	2.31570000737479	2.32219947650157	2.34436601825	0.562875648200181	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	696909
2N-A2-0	16	2N-A2-0__bin16	2	0.75	0.8	0.775	30mg/kg	30	2N	95	0.467133313417435	317	2.31570000737479	2.32219947650157	2.34436601825	0.562875648200181	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	256774
2N-A2-0	17	2N-A2-0__bin17	7	0.8	0.85	0.825	30mg/kg	30	2N	95	0.467133313417435	317	2.31570000737479	2.32219947650157	2.34436601825	0.562875648200181	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	760797
2N-A2-0	18	2N-A2-0__bin18	6	0.85	0.9	0.875	30mg/kg	30	2N	95	0.467133313417435	317	2.31570000737479	2.32219947650157	2.34436601825	0.562875648200181	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	653577
2N-A2-0	19	2N-A2-0__bin19	1	0.9	0.95	0.925	30mg/kg	30	2N	95	0.467133313417435	317	2.31570000737479	2.32219947650157	2.34436601825	0.562875648200181	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	109400
2N-A2-0	20	2N-A2-0__bin20	0	0.95	1	0.975	30mg/kg	30	2N	95	0.467133313417435	317	2.31570000737479	2.32219947650157	2.34436601825	0.562875648200181	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	0
2N-A2-L	1	2N-A2-L__bin01	1	0	0.05	0.025	30mg/kg	30	2N	211	0.477280454807231	505	2.25827409402308	2.2620223149265	2.29477328599252	0.198324119056152	ETP-higher	ETP-lower	ETP-higher	FALSE	cell_count<5	3997
2N-A2-L	2	2N-A2-L__bin02	20	0.05	0.1	0.075	30mg/kg	30	2N	211	0.477280454807231	505	2.25827409402308	2.2620223149265	2.29477328599252	0.198324119056152	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	1069383
2N-A2-L	3	2N-A2-L__bin03	16	0.1	0.15	0.125	30mg/kg	30	2N	211	0.477280454807231	505	2.25827409402308	2.2620223149265	2.29477328599252	0.198324119056152	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	376599
2N-A2-L	4	2N-A2-L__bin04	6	0.15	0.2	0.175	30mg/kg	30	2N	211	0.477280454807231	505	2.25827409402308	2.2620223149265	2.29477328599252	0.198324119056152	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	78574
2N-A2-L	5	2N-A2-L__bin05	10	0.2	0.25	0.225	30mg/kg	30	2N	211	0.477280454807231	505	2.25827409402308	2.2620223149265	2.29477328599252	0.198324119056152	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	557989
2N-A2-L	6	2N-A2-L__bin06	15	0.25	0.3	0.275	30mg/kg	30	2N	211	0.477280454807231	505	2.25827409402308	2.2620223149265	2.29477328599252	0.198324119056152	ETP-higher	ETP-lower	ETP-higher	TRUE	NA	489884
