"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","hallmark_label","cluster"
"HALLMARK_APICAL_JUNCTION",0.0002346841032123,0.00312912137616399,0.518848077743792,0.559312704909919,1.6320552906943,54,"ACTN4;ACTB;MYH9;ACTN1;ARPC2;AMIGO2;MYL12B;ZYX;DLG1;PFN1;ITGB1;YWHAH;FSCN1;VCL;TSPAN4;CAP1;ACTG2;LIMA1;CNN2;MYL9;CD274;RSU1;VASP;ACTG1;EGFR;ITGA3;TJP1;HRAS;RRAS","Apical Junction","2"
"HALLMARK_MYC_TARGETS_V1",0.000490003351736254,0.0041398351723993,0.477270815362862,0.494455980009642,1.49664193439921,90,"IARS1;EIF2S2;DDX21;NME1;CCT5;SRM;EPRS1;PSMA7;ODC1;XPOT;EIF3J;PSMD8;PSMD7;NHP2;AIMP2;CTPS1;PHB1;GNL3;RAN;ABCE1;NOP16;NOLC1;CCT2;C1QBP;PA2G4;SSBP1;NOP56;SYNCRIP;PSMD1;PSMA4;U2AF1;DDX18;GSPT1;MYC;PSMD14;EIF2S1;TXNL4A;HPRT1;SSB;HSP90AB1;NCBP2;SERBP1;SET;PSMC4;POLD2;CCT3;LSM7","Myc Targets V1","2"
"HALLMARK_MTORC1_SIGNALING",0.000517479396549912,0.0041398351723993,0.477270815362862,0.49170601543247,1.49038767643439,92,"TRIB3;PSAT1;SLC1A5;EIF2S2;SLC7A5;SLC7A11;NUPR1;BCAT1;WARS1;PHGDH;XBP1;EPRS1;MTHFD2;ACTR3;HSPA9;DDIT4;CCT6A;PNO1;EEF1E1;CTH;SERPINH1;TOMM40;PDAP1;HSPA5;GSK3B;ACTR2;TCEA1;STIP1;CD9;PSMA4;SYTL2;PSMD14;ENO1;ACACA;GBE1;HPRT1;PSMG1;CYP51A1;SHMT2;PSMC4;TUBA4A;TFRC;ATP5MC1;GOT1","Mtorc1 Signaling","2"
"HALLMARK_UV_RESPONSE_DN",0.000737583775077708,0.00468410037082046,0.477270815362862,0.56438625994275,1.62828472984564,47,"DDAH1;SLC7A1;CAV1;RND3;PDLIM5;DLC1;MAP1B;DLG1;EFEMP1;PRKCA;F3;APBB2;MET;CCN1;ANXA2;SCHIP1;DAB2;MYC","Uv Response Dn","2"
"HALLMARK_MITOTIC_SPINDLE",0.000819717564893581,0.00468410037082046,0.477270815362862,0.506434670490843,1.51369261080753,74,"FLNB;PALLD;ACTN4;MYH9;FLNA;PDLIM5;CDC42EP1;CLIP1;NEDD9;DLG1;KIF5B;TRIO;FSCN1;VCL;ARHGEF2;DST;EZR","Mitotic Spindle","2"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.0018998100189981,0.0094990500949905,0.335068558717014,0.505658127259083,1.49347898621277,63,"GADD45A;EDN1;TNC;RCAN1;PDLIM5;FJX1;FOSL1;TNFRSF9;PHLDA2;CCND1;IL18;F3;GADD45B;CCN1;LITAF;PMEPA1;RHOB;IL7R;MYC;NFE2L2;PTPRE;ETS2;SGK1","Tnfa Signaling via Nfkb","2"
"HALLMARK_G2M_CHECKPOINT",0.0025997400259974,0.011554400115544,0.285313392143872,0.477628135240206,1.43594028106619,81,"SLC38A1;SLC7A1;SLC7A5;JPT1;DKC1;KIF5B;ODC1;CCND1;NOLC1;NCL;SYNCRIP;GSPT1;MYC","G2m Checkpoint","2"
"HALLMARK_ALLOGRAFT_REJECTION",0.00430818555254984,0.0172327422101994,0.220823464091113,0.563821595192879,1.55956291628512,31,"FLNA;TGFB2;NME1;BCAT1;EIF5A;WARS1;EIF3J;IL18;AARS1;ABCE1;MRPL3","Allograft Rejection","2"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.00650260104041617,0.0236458219651497,0.179054499269993,0.52074490366701,1.48320159373137,41,"FLNB;SLC7A5;STC2;DLC1;XBP1;CCND1;KRT8;KRT18;SLC16A1;TPBG;MYOF;PRSS23;MYC;MYBBP1A;WWC1;THSD4;SCARB1;HSPB8","Estrogen Response Early","2"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.0101080864691753,0.0336936215639178,0.143184642183776,0.523835937342543,1.47789544061477,37,"FLNB;CAV1;SLC7A5;XBP1;CCND1;SLC16A1;TPBG;MYOF;PRSS23;CD9;HPRT1;SGK1;SCARB1;HSPB8","Estrogen Response Late","2"
"HALLMARK_APOPTOSIS",0.0121987801219878,0.0375347080676548,0.130086070372915,0.480564564803299,1.40227091861563,54,"GADD45A;TNFRSF12A;TIMP3;TGFB2;CAV1;NEDD9;ANXA1;GPX1;BCL2L1;CCND1;IL18;GADD45B;CTH;KRT18;PEA15;RHOB","Apoptosis","2"
"HALLMARK_MYC_TARGETS_V2",0.0243139628732849,0.0666600006666,0.0919032203847858,0.556894233076413,1.48105496758696,22,"SRM;WDR43;AIMP2;PHB1;GNL3;NOP16;NOLC1;PA2G4;NOP56;DDX18;MRTO4;MYC;MYBBP1A","Myc Targets V2","2"
"HALLMARK_E2F_TARGETS",0.024997500249975,0.0666600006666,0.0901888162992841,0.434485368299596,1.30446934847865,79,"NME1;JPT1;MTHFD2;CTPS1;RAN;NOLC1;PA2G4;NOP56;LYAR;SYNCRIP;GSPT1;MYC;EIF2S1","E2f Targets","2"
"HALLMARK_HYPOXIA",0.0386961303869613,0.0967403259674033,0.0719516678892624,0.451131090902793,1.31840776359362,55,"MYH9;CAV1;STC2;CAVIN1;PRDX5;DDIT4;PRKCA;F3;CCN1;HSPA5;MIF;ANXA2;TPBG;GPC1;KLF7;PFKP;ENO1;GBE1;SCARB1;ERRFI1;EGFR;ATF3","Hypoxia","2"
"HALLMARK_COAGULATION",0.0464206938038901,0.103157097341978,0.0655143420284748,0.498336481138937,1.37316061163505,30,"TIMP3;CSRP1;ANXA1;F3;WDR1;CAPN2;PRSS23;KLF7;CD9;RAC1;THBS1","Coagulation","2"
"HALLMARK_XENOBIOTIC_METABOLISM",0.0449134740422127,0.103157097341978,0.0665778123685814,0.46505055954187,1.33077086260855,43,"SLC1A5;TGFB2;PYCR1;PDLIM5;BCAT1;COMT;XDH;LONP1;GART;UPP1;TMBIM6;ETS2;HPRT1;SHMT2;GSS;SSR3","Xenobiotic Metabolism","2"
"HALLMARK_UV_RESPONSE_UP",0.0724013619066693,0.152423919803514,0.0516977810497724,0.468730044339707,1.30959895321796,34,"TARS1;CEBPG;DDX21;GLS;PDAP1;RHOB;STIP1;SIGMAR1;TMBIM6;CLTB;GRPEL1;ATF3;NKX2-5;TUBA4A;TFRC","Uv Response Up","2"
"HALLMARK_ANDROGEN_RESPONSE",0.0826404888310127,0.157410454916215,0.0481276908996666,0.468137295305609,1.3001698454119,32,"ACTN1;MYL12A;PDLIM5;CCND1;KRT8;SRP19;SLC38A2;ADRM1;PA2G4;PMEPA1;CDK6;SGK1;ELL2","Androgen Response","2"
"HALLMARK_MYOGENESIS",0.0824494696818091,0.157410454916215,0.0481595274507768,0.451542566175708,1.28051150661157,39,"MYH9;CDH13;STC2;PDLIM7;ITGB1;TAGLN;GADD45B;SYNGR2;SCHIP1;TPM2;MYLK;TPM3;HSPB8;KIFC3","Myogenesis","2"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.095705894267774,0.174010716850498,0.0446715359620162,0.506114647835619,1.32634053042115,20,"TRIB3;TNFRSF12A;S100A11;CBS;CD9;ERRFI1;ACTG1;CYP51A1;ATF3","Cholesterol Homeostasis","2"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.124311329259742,0.215397952719149,0.0383369304741241,0.449876844277983,1.24945462142138,32,"TRIB3;ACTR3;PFN1;CFL1;YWHAB;GSK3B;PTPN11;ACTR2;RAC1;ACACA;EGFR;HRAS;ARHGDIA;MAPKAP1;UBE2N;SLC2A1;SFN;DDIT3;CDKN1A;HSP90B1;CAB39;ARF1","Pi3k Akt Mtor Signaling","2"
"HALLMARK_INFLAMMATORY_RESPONSE",0.129238771631489,0.215397952719149,0.0374628324067324,0.415429117394132,1.20604479451753,51,"EDN1;PVR;SLC7A1;ROS1;TNFRSF9;CD55;IL18;F3;MET;TPBG;ADRM1;IL7R;MYC;PTPRE","Inflammatory Response","2"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.186386571928741,0.298218515085985,0.030693954458091,0.491041135886191,1.23073216540439,15,"TXNRD2;ERCC2;PDLIM1;PFKP;GLRX2;SELENOS;OXSR1;HMOX2;PRNP;PRDX4","Reactive Oxygen Species Pathway","2"
"HALLMARK_IL2_STAT5_SIGNALING",0.239415473926534,0.354689591002272,0.0257331100441622,0.40437051060762,1.14342119521663,38,"SLC1A5;XBP1;ODC1;TNFRSF9;BCL2L1;GADD45B;CTSZ;SYNGR2;CDCP1;RHOB;MYC;RNH1;ITGAV;PRNP;MYO1E;ITGA6;PTRH2;HUWE1;PUS1;UCK2;PLEC;NCS1","Il2 Stat5 Signaling","2"
"HALLMARK_P53_PATHWAY",0.237776222377762,0.354689591002272,0.0258324962371929,0.381321730649591,1.12232332772329,60,"TRIB3;GADD45A;SLC3A2;CDH13;KRT17;SLC7A11;NUPR1;DDIT4;PDGFA","P53 Pathway","2"
"HALLMARK_DNA_REPAIR",0.332432973189276,0.474904247413251,0.0204528763153076,0.38021157810126,1.08293026897391,41,"NME1;ADRM1;APRT;ERCC2;EDF1;TAF10;GTF2H5;GSDME;HPRT1;TAF9;NCBP2;POLR2E;GTF2H3;GTF2A2;DAD1;VPS28;NELFE;BCAP31;ITPA;POLR2F;RBX1;DGUOK;GUK1;MRPL40","Dna Repair","2"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.35337659703914,0.487415995916055,0.0197280419645853,0.419246772661145,1.09092764938664,19,"TNFRSF12A;INHBE;PTPN11;CD9","Il6 Jak Stat3 Signaling","2"
"HALLMARK_COMPLEMENT",0.398259303721489,0.522273425499232,0.0177416134041926,0.368239797677456,1.0488318770754,41,"CSRP1;CDH13;PFN1;CD55;F3;HSPA5","Complement","2"
"HALLMARK_SPERMATOGENESIS",0.404761904761905,0.522273425499232,0.142470368773132,-0.260466214305282,-1.03481659394298,16,"TTK;NCAPH;BUB1;CDK1;KIF2C;CCNB2;AURKA;CDKN3;IL13RA2;PRKAR2A;AGFG1;PEBP1;HSPA4L;SCG5;TALDO1","Spermatogenesis","2"
"HALLMARK_GLYCOLYSIS",0.501949805019498,0.627437256274373,0.0143711566113984,0.336835820204583,0.997267544493276,65,"STC2;PYGB;DDIT4;RBCK1;GPR87;MET;CTH;HSPA5;MIF;TPBG;GPC1;PFKP;ENO1;MDH2;EGFR;B4GALT2;PSMC4;PKM;HAX1;VEGFA;GOT1;GOT2;PAM;PGAM1;PMM2","Glycolysis","2"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.554899409468522,0.672605344810329,0.0129357904549112,0.345186733835886,0.967849328110931,35,"WARS1;MTHFD2;RBCK1;PFKP;CD274;UPP1;PNPT1;HIF1A;PSME2;PSMB2;SRI;CDKN1A","Interferon Gamma Response","2"
"HALLMARK_ADIPOGENESIS",0.700810243072922,0.82448263890932,0.00943284125377246,0.31089132694566,0.902557983598761,51,"GADD45A;SLC1A5;CD151;CAVIN1;NABP1;UQCRC1;MYLK;GBE1;CHCHD10;SCARB1;HSPB8;GRPEL1;MDH2;DNAJC15;UQCR11;YWHAG;AK2;UQCRQ;NDUFB7;NDUFAB1;MTCH2;ME1;TALDO1;GHITM;UBC;RTN3;PEMT;RAB34;PHLDB1;MRPL15;COX6A1;ATP1B3;QDPR","Adipogenesis","2"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.772531759527858,0.88289343946041,0.00783540740195533,0.29737230046127,0.863310490258097,51,"CYCS;NDUFS6;HSPA9;TIMM8B;NDUFS8;UQCRC1;NDUFB2;TIMM13;GRPEL1;MDH2;ATP5F1E;ATP5MC1;UQCR11;GOT2;NDUFC1;VDAC1;UQCRQ;ATP5PF;NDUFB7;NDUFAB1;MRPS12;TIMM17A;ETFA;TIMM50;CYB5R3;POLR2F;UQCRFS1;VDAC2;ATP5MF;MRPL15;PDHB;COX6A1;NDUFA7;ATP6V0C;COX8A;NDUFS7;COX7A2L;NDUFA8;COX6C;NDUFB8;NDUFA3;NDUFC2;ATP5MG;HSD17B10;NDUFB3;ATP6V0B","Oxidative Phosphorylation","2"
"HALLMARK_PROTEIN_SECRETION",0.816790819408093,0.907545354897882,0.00695737658140496,0.291531887001406,0.783806761180013,24,"CAV2;KRT18;DST;EGFR;PAM;COPE;LAMP2;ARF1;AP2B1;COPB2;AP2S1;TMED2;GOLGA4;ARCN1;YKT6;BNIP3;SCRN1;CD63;RER1;AP2M1;LMAN1;TMED10","Protein Secretion","2"
"HALLMARK_HEME_METABOLISM",0.886040456639295,0.942402159244265,0.00520796490808984,0.268982769999397,0.751519042311657,34,"TRIM58;SLC7A11;MOCOS;MARK3;TCEA1;ELL2;RAD23A;TFRC;ARL2BP;BLVRB;NFE2L1;SLC2A1;LAMP2;PSMD9;BLVRA;P4HA2;BACH1","Heme Metabolism","2"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.895282051282051,0.942402159244265,0.0055072834418294,0.269423862058035,0.681433132227757,16,"WARS1;PNPT1;PSME2","Interferon Alpha Response","2"
"HALLMARK_FATTY_ACID_METABOLISM",0.926346463022508,0.950098936433341,0.00420181500655314,0.247116638194143,0.673286444161538,27,"ODC1;YWHAH;MIF;HSP90AA1;ADSL;MDH2;LGALS1;S100A10;HSPH1;SMS;ME1;RDH11;BLVRA","Fatty Acid Metabolism","2"
"HALLMARK_KRAS_SIGNALING_UP",0.99919935948759,0.99919935948759,0.00059531487029542,0.154809686315294,0.436763714091586,37,"LCP1","Kras Signaling Up","2"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",2.96318557958486e-21,1.45196093399658e-19,1.19534448258848,-0.862694669371768,-2.47880349234137,151,"GPX4;ATP5MC2;COX5B;UQCR11;COX7C;ATP5F1E;UQCRB;SLC25A6;CYB5A;NDUFA4;NDUFA1;ATP5PO;UQCR10;COX4I1;UQCRH;COX7A2;COX7B;ATP5PD;IDH3G;COX6B1;COX6C;PHB2;ATP6V1F;ATP5F1C;NDUFB5;MRPL34;ECH1;UQCRQ;COX5A;ATP5MC3;SLC25A5;LDHB;SUCLG1;ATP5ME;ATP5F1D;ATP6V1G1;TIMM13;ECHS1;ATP5PF;NDUFB1;COX7A2L;SLC25A3;ATP5MF;NDUFA3;NDUFA7;MRPL11;MGST3;NDUFB2;MRPS12;NDUFB7;ETFB;TOMM22;NDUFC1;NDUFS3;NDUFV2;UQCRFS1;BCKDHA;COX6A1;NDUFA8;TIMM9;NDUFB4;IDH3B;ATP6V0B;ATP6AP1;CYC1;MRPS15;VDAC2;SURF1;NDUFAB1;NDUFS8;NDUFB3;NDUFS7;NDUFB8;PDHB;ISCU;ATP5MG;TIMM8B;ATP5MC1;NDUFC2;ATP5PB;BAX;ACAA2;OXA1L;ATP5F1A;COX8A;NDUFA6;HTRA2;MDH2;ATP6V0E1;MDH1;NDUFA2;ECI1;HSD17B10;NDUFB6;PHYH","Oxidative Phosphorylation","4c"
"HALLMARK_G2M_CHECKPOINT",5.34642408160303e-20,1.30987389999274e-18,1.16017957183021,0.883308394923837,1.91143975260554,178,"ESPL1;PLK4;KNL1;POLQ;PLK1;MKI67;BUB1;HMMR;KIF15;KIF4A;CCNA2;NEK2;TTK;KIF2C;PBK;AURKB;CENPE;CDC20;TROAP;STIL;KIF23;BIRC5;TOP2A;CCNF;CENPF;PRC1;RACGAP1;LMNB1;NDC80;TACC3;TPX2;INCENP;KIF11;AURKA;KIF20B;NUSAP1;UBE2C;CCNB2;EXO1;MYBL2;CDKN3;BRCA2;ORC6;CENPA;KIF22;RAD54L;SMC4;TENT4A;TMPO;KPNA2;CDC6;POLE;POLA2;TRAIP;CDK1;BARD1;LBR;CHAF1A;DBF4;PTTG1;CDC45;KMT5A;NSD2;SMC2;MAD2L1;XPO1;EZH2;PRIM2;CKS1B;CDC7;NUP50;FBXO5;SUV39H1;UBE2S;NUP98;RBM14;STAG1;RAD21;SS18","G2m Checkpoint","4c"
"HALLMARK_E2F_TARGETS",2.85842314693493e-19,4.66875780666039e-18,1.13308993200902,0.877342133755135,1.89567226119573,170,"DLGAP5;SPAG5;CIT;ESPL1;PLK4;KIF18B;SPC25;DEPDC1;BUB1B;PLK1;MKI67;CDCA8;HMMR;KIF4A;CDCA3;KIF2C;DIAPH3;AURKB;CENPE;CDC20;MELK;BIRC5;TOP2A;RRM2;RACGAP1;LMNB1;TACC3;RAD51AP1;AURKA;ASF1B;SPC24;CCNB2;BRCA1;MYBL2;CDKN3;GINS1;BRCA2;ORC6;KIF22;MXD3;SMC4;ATAD2;GINS4;HMGB2;TK1;TMPO;TRIP13;KPNA2;POLE;POLA2;NCAPD2;CDK1;BARD1;LBR;TCF19;E2F8;PTTG1;HELLS;NUP205;RFC3;MAD2L1;XPO1;EZH2;PRIM2;CKS1B;CSE1L;ANP32E;LIG1;NUP153;SUV39H1;UBE2S;TIMELESS;MCM4;TFRC;STAG1;RAD21;DSCC1","E2f Targets","4c"
"HALLMARK_MITOTIC_SPINDLE",9.40589430347094e-15,1.15222205217519e-13,0.986546283587582,0.850870809110732,1.83601683856416,167,"DLGAP5;PIF1;ESPL1;PLK1;BUB1;KIF15;KIF4A;NEK2;ANLN;TTK;KIF2C;CENPE;KIF23;BIRC5;TOP2A;CENPF;PRC1;RACGAP1;LMNB1;NDC80;TPX2;INCENP;KIF11;AURKA;KIF20B;ECT2;NUSAP1;KNTC1;CCNB2;BRCA2;KIF22;SMC4;CKAP5;CNTRL;CEP72;CDK1;EPB41L2;CNTROB;CCDC88A;CEP192;SASS6;NET1;PCNT;SUN2","Mitotic Spindle","4c"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",3.12842686792862e-05,0.000255488194214171,0.557332238758646,-0.706595609504647,-1.8372906907391,74,"PSME1;IFITM2;TXNIP;IFITM1;B2M;PSMB8;IFITM3;GBP2;BST2;CASP1;IFI30;UBE2L6;PSMB9;LY6E;NUB1;MVB12A;LGALS3BP","Interferon Alpha Response","4c"
"HALLMARK_FATTY_ACID_METABOLISM",2.84291869924181e-05,0.000255488194214171,0.575610261071129,-0.672527449586495,-1.8111869050945,91,"PSME1;IDH3G;LGALS1;ECH1;GRHPR;MIF;PRDX6;SUCLG1;ECHS1;UROD;ERP29;ACOT2;MGLL;BLVRA;UBE2L6;IDH3B;APEX1;OSTC;TDO2;PDHB;S100A10;ACAA2;PCBD1;HMGCL;GSTZ1;MDH2;CBR1;MDH1;ECI1;ACOT8;HSD17B10","Fatty Acid Metabolism","4c"
"HALLMARK_ADIPOGENESIS",6.76698667059607e-05,0.000473689066941725,0.538434096309916,-0.604302202636748,-1.67873362431742,117,"GPX4;UQCR11;TKT;APOE;ATP5PO;UQCR10;COX7B;IDH3G;CMBL;ENPP2;SOD1;ECH1;UQCRQ;SUCLG1;ECHS1;CHCHD10;RAB34;DDT;MGST3;MGLL;NDUFB7;ETFB;NDUFS3;BCKDHA;COX6A1;TALDO1;DNAJC15;CYC1;NDUFAB1;DHRS7;VEGFB;JAGN1;ACAA2;COX8A;TST;MDH2","Adipogenesis","4c"
"HALLMARK_SPERMATOGENESIS",0.000116990966259096,0.000716569668336962,0.538434096309916,0.824638987732483,1.6105156372468,52,"BUB1;NCAPH;NEK2;TTK;KIF2C;AURKA;CCNB2;CDKN3;CDK1;DBF4;EZH2","Spermatogenesis","4c"
"HALLMARK_XENOBIOTIC_METABOLISM",0.000267174760212223,0.00145461813893321,0.49849310876659,-0.602438419350441,-1.6294096955393,92,"F10;APOE;NINJ1;CYB5A;BLVRB;PSMB10;ECH1;GSTO1;PMM1;DDT;CDA;ABCC3;DHPS;NQO1;DHRS7;DCXR;ADH5;TDO2;CFB;SHMT2;GSTM4;CBR1;AHCY;ITIH4","Xenobiotic Metabolism","4c"
"HALLMARK_MYC_TARGETS_V1",0.000339972553982662,0.00166586551451504,0.49849310876659,-0.539741280898467,-1.53827207299216,141,"RPL18;RPLP0;RPL34;RACK1;RPS3;RPS10;RPS6;RPS2;RPL14;RPL6;RPL22;EEF1B2;RPS5;SNRPD2;NAP1L1;PHB2;COX5A;PSMD8;EIF4A1;RSL1D1;SNRPB2;PPIA;MRPS18B;SLC25A3;PSMA7;CDK4;NHP2;SSB;EIF2S2;LSM2;CYC1;LSM7;IMPDH2;NDUFAB1;PSMB3;APEX1;PSMA4;EIF3D;PSMA2;HSP90AB1;NPM1;SSBP1;PRDX4;C1QBP;CNBP;TXNL4A;ERH","Myc Targets V1","4c"
"HALLMARK_COAGULATION",0.00137606337752195,0.00612973686350686,0.45505986738723,-0.680621341208246,-1.65435580307755,50,"F10;APOC1;MMP2;S100A13;TIMP1;MSRB2;C1R;CLU;ISCU;CFB;RAC1;CFI;GNB2;SERPING1;LTA4H","Coagulation","4c"
"HALLMARK_COMPLEMENT",0.00196033578570398,0.00800470445829126,0.431707695803346,-0.534234619025015,-1.46514168424703,106,"LGALS3;F10;APOC1;S100A13;CTSD;TIMP1;C1R;CDA;CASP1;CLU;CASP4;PSMB9;ATOX1;CFB;PFN1;GNB2;ANXA5;SERPING1;LTA4H","Complement","4c"
"HALLMARK_ALLOGRAFT_REJECTION",0.00346602381791635,0.013064243621377,0.431707695803346,-0.583675316739839,-1.52253516100323,77,"RPL39;RPS3A;RPL9;RPS19;RPS9;TIMP1;PSMB10;B2M;GBP2;HLA-A","Allograft Rejection","4c"
"HALLMARK_MYC_TARGETS_V2",0.00439163006974942,0.015370705244123,0.248832632022043,0.818706469648401,1.49759411536522,32,"PLK4;PLK1;MCM4;TCOF1","Myc Targets V2","4c"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.00504495756410136,0.0164801947093978,0.407017918923954,-0.500824942680938,-1.41523570937117,132,"PSME1;IFITM2;TXNIP;PSMB10;B2M;PSMB8;IFITM3;C1R;BST2;CASP1;HLA-A;IFI30;CASP4;RBCK1;UBE2L6;SECTM1;PSMB9;LY6E;LGALS3BP;VAMP8;HLA-B;PSMA2;SRI;CFB","Interferon Gamma Response","4c"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.00845070422535211,0.0258802816901408,0.34452128726268,-0.696926512661045,-1.59418538858723,36,"GPX4;FTL;PRDX2;SOD1;PRDX6;TXNRD1;LAMTOR5;TXN;NDUFB4;NQO1;ATOX1;GLRX;MGST1;PDLIM1;PRDX4;G6PD;NDUFA6","Reactive Oxygen Species Pathway","4c"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.00987986976535309,0.028477271676606,0.1535535368591,0.684588577156069,1.41672914819286,91,"KIF20A;PLK4;CDC20;STIL;TOP2A;CDC6;ABHD2;LAMC2;AFF1;SGK1;TSPAN13;NCOR2;HSPA4L;AREG","Estrogen Response Late","4c"
"HALLMARK_P53_PATHWAY",0.0211332619297901,0.0575294352533174,0.352487857583619,-0.445725165197068,-1.26230372472066,135,"RPL18;RACK1;RPS12;RPL36;NUPR1;RPS27L;TXNIP;S100A4;HINT1;NINJ1;CTSF;CTSD;MXD4;LDHB;CD81;PMM1;CASP1;IFI30;DCXR;H2AC25;VAMP8;ISCU;S100A10;BAX","P53 Pathway","4c"
"HALLMARK_MTORC1_SIGNALING",0.0248500428449015,0.064086952600009,0.0937158165018434,0.622012329072822,1.32406855637917,133,"PLK1;BUB1;RRM2;CCNF;AURKA;EDEM1;DHFR;NUP205;HMGCS1;MCM4;TFRC;DDX39A;ATP2A2;ACLY;HMGCR;GSK3B;BHLHE40;DHCR24;SLC6A6;ACACA;ELOVL5","Mtorc1 Signaling","4c"
"HALLMARK_GLYCOLYSIS",0.0497322111706197,0.120359515435717,0.0661161203199431,0.614658241253712,1.29315283363794,112,"KIF20A;DEPDC1;HMMR;AURKA;CENPA;CDK1;SDC1;SDC2;GPR87;TGFA;NT5E;ANGPTL4;EGFR","Glycolysis","4c"
"HALLMARK_HEME_METABOLISM",0.0515826494724502,0.120359515435717,0.218259775284787,-0.438276353681615,-1.21213432665176,112,"GYPC;BLVRB;PRDX2;PGLS;SELENBP1;UROD;HEBP1;MGST3;BLVRA;NFE2;MPP1;MXI1;RAD23A;CIR1;HTRA2;ARL2BP;BSG","Heme Metabolism","4c"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.0834473324213406,0.185859967665713,0.184915881971771,-0.416238553288833,-1.16727127356699,124,"PCOLCE;NNMT;MMP2;MYL9;MGP;TPM2;LGALS1;TIMP1;VIM;PDLIM4;TGFBI;PPIB;IL32;EMP3","Epithelial Mesenchymal Transition","4c"
"HALLMARK_HEDGEHOG_SIGNALING",0.124136024329555,0.238787714052732,0.0459450469803058,0.769342083663283,1.26927635535382,17,"NRP2;ADGRG1;CELSR1;CDK6;RASA1;ETS2","Hedgehog Signaling","4c"
"HALLMARK_BILE_ACID_METABOLISM",0.126703685007572,0.238787714052732,0.0900040036985574,-0.523744759072746,-1.22774160903577,42,"PRDX5;SOD1;NR3C2;GSTK1;AR;PHYH;OPTN","Bile Acid Metabolism","4c"
"HALLMARK_DNA_REPAIR",0.112299465240642,0.238787714052732,0.140389202001749,-0.420902813921166,-1.14968627997857,103,"GPX4;EDF1;POLR1D;NME4;MPG;NME3;APRT;POLR2I;GUK1;POLR2J;CDA;MRPL40;VPS28;POLD4;POLE4;DAD1;GTF2H5;IMPDH2;SURF1;SUPT4H1;GMPR2;POLR2E;POLR2G;TAF9;POLR3GL;NT5C;TAF10;RALA;CETN2;NELFE;POLR2H;ITPA;BCAP31","Dna Repair","4c"
"HALLMARK_APOPTOSIS",0.121151936444886,0.238787714052732,0.130086070372915,-0.421480466891442,-1.14837743955613,98,"GPX4;LGALS3;TXNIP;MMP2;TSPO;TIMP1;KRT18;SOD1;GPX1;IFITM3;CASP1;CLU;CASP4;HSPB1;VDAC2;BMF","Apoptosis","4c"
"HALLMARK_HYPOXIA",0.157225433526012,0.285335046028688,0.123095330850962,-0.401804092722299,-1.10981159925684,111,"S100A4;PNRC1;PRDX5;PLAC8;GALK1;GRHPR;MIF;SELENBP1;TGFBI;GAPDH","Hypoxia","4c"
"HALLMARK_TGF_BETA_SIGNALING",0.219147344801795,0.379514838577746,0.0312434265369516,0.620672910535801,1.18317839690534,43,"SPTBN1;SMURF1;ACVR1;NCOR2;TGFBR1;LTBP2;CTNNB1;SKI;SLC20A1;PPM1A;SMURF2;TRIM33;SMAD3;MAP3K7;APC","Tgf Beta Signaling","4c"
"HALLMARK_KRAS_SIGNALING_DN",0.224610822831727,0.379514838577746,0.0306113681898464,0.612161573623937,1.17837894392033,46,"KRT5;BARD1;LFNG;SGK1;TENM2;GRID2;MX1;MSH5;EGF","Kras Signaling Dn","4c"
"HALLMARK_UV_RESPONSE_DN",0.247127065776513,0.403640874101638,0.0267180296501239,0.537055893539932,1.12890499490698,111,"TENT4A;COL1A2;RUNX1;DYRK1A;SDC2;ATP2C1;SCAF8;VAV2;WDR37;BHLHE40;MAPK14;NOTCH2;SNAI2;MET;APBB2;ATP2B1;ADD3;LPAR1;LTBP1;AMPH;NEK7;INPP4B;DLG1;AKT3;SMAD3;SFMBT1;NFIB;GJA1;NIPBL;GRK5;COL5A2;PIK3R3;SYNE1;MIOS;SLC7A1;ATRN;PRKCE","Uv Response Dn","4c"
"HALLMARK_APICAL_SURFACE",0.269369731031714,0.425777961953355,0.028741852737738,0.664836994667083,1.16283971675673,24,"BRCA1;CRYBG1;SHROOM2;ADAM10;ADIPOR2;DCBLD2;AKAP7;CX3CL1;B4GALT1","Apical Surface","4c"
